Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
500,0.02142583298618188,0.03811962881476608,-34.19707174588581
507.7344962165402,0.02162676549277656,0.03940862719269082,-34.73943057393443
515.5886372965276,0.02172415549600705,0.04112243123978104,-35.28735573330528
523.5642740254498,0.0218803792574918,0.04281678982692994,-35.84736059423662
531.6632858185806,0.02141856260198265,0.04466071702890755,-36.41315689276382
539.8875811638549,0.02130855945802785,0.04648524210970865,-36.99188565503999
548.2390980715925,0.02162010806642122,0.04809055515955168,-37.57788211726306
556.7198045311807,0.02134665503799055,0.05023769302265182,-38.17431997290691
565.3316989748195,0.02154687848137717,0.05183753270372725,-38.73157088035735
574.0768107484415,0.02152544493972034,0.05391198946737799,-39.34598834592069
582.9572005899158,0.02159338901774496,0.05596362303601309,-39.97053963674927
591.9749611146509,0.02144155387886501,0.05766966632877298,-40.60834319005988
601.1322173087063,0.02132846461165164,0.06032314267035984,-41.25587171817564
610.4311270295356,0.02135097883179305,0.06236966104290479,-41.91418989196396
619.8738815144723,0.02136927087364234,0.06447086113709348,-42.58378359531631
629.4627058970837,0.0216665789102198,0.06729646792967983,-43.26693216412727
639.1998597315119,0.02176528532359024,0.06928467285420195,-43.95729056642881
649.0876375249245,0.02147814155587273,0.07228134666468897,-44.66336432570476
659.1283692782035,0.02143441753623811,0.07465684200860936,-45.37911943686844
669.3244210349966,0.02136994873572009,0.07737952520504002,-46.10956916173904
679.6781954392628,0.02154405196389903,0.07981285867078938,-46.85015256399025
690.1921323014425,0.02158319197182532,0.08279370845077097,-47.60764262761194
700.868709173385,0.02126709849174627,0.08602851406361751,-48.37540003294247
711.7104419321709,0.02169076039207456,0.08860575236059173,-49.15745795055267
722.7198853729639,0.02138569528864497,0.09196893157524727,-49.95424667816285
733.8996338110347,0.02165548348949689,0.09487096871948895,-50.76406888379598
745.252321693098,0.02193789443199031,0.09814590194330756,-51.58952833326207
756.780624218104,0.02177929720887782,0.1014921193328467,-52.42854550613244
768.4872579676356,0.02190493924482024,0.1047670017198146,-53.28355598633739
780.3749815460558,0.02135944541717196,0.1080186970718557,-54.15249288423081
792.4465962305567,0.02134480157002469,0.1118026012231725,-55.03946611143154
804.7049466312674,0.02151675921534471,0.1153982938021536,-55.9402222997337
817.1529213615688,0.0217879545696099,0.1189227961099971,-56.85993644090446
829.7934537187803,0.02154446956066059,0.1225811430669353,-57.79797481134722
842.6295223753757,0.02133106239399659,0.1264736601572921,-58.75253238678879
855.6641520808905,0.02141275358536307,0.1304222848646741,-59.72427244734212
868.9004143746877,0.02141072782254526,0.1340321569722793,-60.71463070058442
882.3414283097501,0.02160767368581729,0.1379678793971487,-61.72296393605686
895.990361187667,0.02114737026360449,0.1422499435767306,-62.75273807321267
909.8504293049918,0.02151630592221923,0.1463592033946704,-63.8028274331615
923.9248987111454,0.02157045134447531,0.1503622069827272,-64.87125058468614
938.2170859780425,0.0212468418354716,0.1547069552772442,-65.96273607085877
952.7303589816237,0.02138657483865804,0.1589706101840293,-67.07715630217214
967.4681376954761,0.02130666192857943,0.1628998385259678,-68.21081096697125
982.4338949967337,0.02144349105910464,0.1667190789694491,-69.37020859944622
997.6311574844399,0.02162956068215261,0.1708727635818248,-70.55193847280889
1013.063506310572,0.02130626758457047,0.1749876581309985,-71.75896357416697
1028.73457802392,0.02131363170107043,0.1788695766344667,-72.98802785795756
1044.64806542702,0.02124627281002009,0.1826829799370524,-74.24806830839673
1060.807718446342,0.02161777915456668,0.1857218451016371,-75.53293441280924
1077.217345015942,0.02139767710969258,0.1896221981768352,-76.84330734217269
1093.880811974776,0.02118751327184449,0.1930243348637992,-78.18321909720029
1110.802045977906,0.02150223918597953,0.1958951400168222,-79.55271830156789
1127.985034421788,0.02125669180506306,0.1988595869660987,-80.95380793152287
1145.433826383887,0.02136280334801386,0.2008125023228053,-82.3844194362116
1163.152533576813,0.02128627311739427,0.2031329469198212,-83.84581629865657
1181.145331317231,0.02149235627551385,0.2043313866964552,-85.34489003873124
1199.416459509745,0.02137823529894279,0.2047107352536127,-86.87562195271684
1217.970223646013,0.02145641576562091,0.2052629993810418,-88.44310391666193
1236.810995819311,0.02080613517709141,0.2048789385720522,-90.04704703591759
1255.94321575479,0.02141864916727586,0.2028732090355774,-91.68934562793353
1275.37139185568,0.02137940164260887,0.2004016616027264,-93.37368638571195
1295.100102265662,0.02135763028779335,0.1970906891219207,-95.09611336558618
1315.133995947691,0.02147575849624321,0.1921123183271052,-96.85937020105321
1335.477793779493,0.0211846244670548,0.1858207821980609,-98.6691797145596
1356.136289666014,0.02093127482096778,0.1782417126765559,-100.5231087189026
1377.114351669083,0.02100682947705124,0.1677266343420891,-102.4244278183977
1398.416923154538,0.02128124161542929,0.1558742816418762,-104.372123223988
1420.049023957108,0.02115910028717392,0.1412005857102023,-106.3708544554639
1442.015751563303,0.02147953812780405,0.1237370854831775,-108.4218848831235
1464.322282312618,0.02139316842647252,0.1036686680345836,-110.5230061185709
1486.973872617303,0.02135457758679236,0.08043479598297246,-112.6799579069846
1509.975860201008,0.02101705519562031,0.05324069602090678,-114.8912521032203
1533.333665356592,0.0213660992092553,0.02153824673791614,-117.1591869605809
1557.05279222338,0.02129353055520435,-0.01461210832017173,-119.4845823833996
1581.13883008419,0.02123919957886542,-0.05569528761154834,-121.8697167051368
1605.597454682411,0.02115184182199564,-0.1029863825983151,-124.3131578023709
1630.434429559466,0.02102947134460395,-0.156247398288831,-126.8176968105176
1655.655607412956,0.02069792511185695,-0.2161858123634162,-129.3833049508297
1681.266931475813,0.0215378083711056,-0.2840638692509939,-132.0085202885977
1707.274436916801,0.02158824082258313,-0.36005683423802,-134.6919125982916
1733.684252262658,0.02098382897139645,-0.4443589033389005,-137.4374088638897
1760.502600842259,0.02129886411960536,-0.5393786635792968,-140.2406270554774
1787.735802253107,0.0218419955921615,-0.6441695650934399,-143.0969949756528
1815.390273850507,0.02132729104016216,-0.7597929759673454,-146.0100149294868
1843.472532259788,0.02104959420528932,-0.8880733112848481,-148.970545677698
1871.989194911906,0.02151673350256152,-1.028042792295214,-151.9811749422805
1900.946981602806,0.02138413025399875,-1.181819051978739,-155.036251308914
1930.352716076907,0.02141283560720002,-1.348492072090723,-158.128406367016
1960.213327635076,0.02122364769950737,-1.530527711467261,-161.2535911368392
1990.535852767486,0.0214920326976703,-1.726988487644041,-164.4050367300161
2021.327436811722,0.02131463503502616,-1.939331411037751,-167.5817444233765
2052.595335636539,0.02210553303416844,-2.166660152782252,-170.7721422765133
2084.346917351677,0.02151087908733102,-2.410205891032044,-173.9732678091743
2116.589664044105,0.02182833756823039,-2.669227155268415,-177.1773234835928
2149.331173541138,0.02153685869130031,-2.943557267600356,179.6268378795216
2182.57916120083,0.02167385545897728,-3.234523820656777,176.4361310607643
2216.341461730044,0.02206159951263553,-3.540306970007007,173.2680563627189
2250.626031030668,0.02161673279190128,-3.861566136234181,170.1192247773198
2285.440948074375,0.0220588901981068,-4.196769894314282,167.0098830394134
2320.794416806389,0.02247641050685939,-4.547144862226067,163.9265707211535
2356.694768078703,0.02134488769889772,-4.909833423912745,160.8840302940359
2393.150461613192,0.0220166452136001,-5.286247978953354,157.8864741465256
2430.170087995109,0.02188142146572502,-5.673850866827368,154.9314336368858
2467.762370697403,0.02217445320859831,-6.074027726880201,152.0310831304294
2505.936168136361,0.02155003855410567,-6.484255863568981,149.1832084582463
2544.700475759045,0.02170021324808969,-6.90402364008524,146.3915986574996
2584.064428163018,0.02214675133316275,-7.334293706742075,143.6563717783344
2624.037301248863,0.02241504236072752,-7.771384717889798,140.9754831754075
2664.628514406002,0.02221617619268722,-8.218050243502899,138.3509496278015
2705.847632732318,0.02250591562748274,-8.671450843635466,135.788000742245
2747.704369288123,0.0225198826524883,-9.13119882711198,133.2789323580688
2790.208587384982,0.02207811446038035,-9.597568682272767,130.8314873213534
2833.370302909956,0.02196582307291672,-10.07022758513019,128.4352580839784
2877.199686685785,0.02180842744458399,-10.5459032667709,126.1048479002239
2921.707066867588,0.02208543758397688,-11.02794096295894,123.8260587605848
2966.90293137664,0.02194565606789068,-11.51308289457653,121.5889304122172
3012.797930371789,0.02210476237912127,-12.00347783517385,119.4158369335735
3059.402878759109,0.02233773633425319,-12.49490125914438,117.2915226495795
3106.728758740378,0.02233782888024771,-12.99145451696622,115.2157375551103
3154.786722400967,0.02221733982313462,-13.48924512245807,113.1916913353091
3203.588094337769,0.02220579358808244,-13.99346798734276,111.2130641886384
3253.144374327786,0.02289978701544423,-14.49594888259736,109.2700530291617
3303.46724003798,0.02311156526387059,-15.0019028371249,107.376364525584
3354.568549777056,0.02293156080279268,-15.50922793091684,105.5292714476239
3406.460345289807,0.02328044962832398,-16.01866515522285,103.7216850901947
3459.154854594682,0.02311328578778244,-16.52905721905879,101.9551186210948
3512.664494865261,0.02252476688239487,-17.03997794792758,100.2111579532757
3567.001875356282,0.02268244968786547,-17.55611193584203,98.54562441229569
3622.17980037495,0.02284017876977637,-18.06841717619796,96.87191123342782
3678.211272298207,0.02287763087172084,-18.58721880598526,95.23802046840615
3735.109494636657,0.02318875166569824,-19.10237367203128,93.66265069603071
3792.887875145919,0.02296430603428446,-19.62058526619222,92.11937321995066
3851.560028986074,0.02303540759331139,-20.14236616667501,90.58405518753267
3911.139781930013,0.02288889742033545,-20.65759224511832,89.09307475928945
3971.641173621407,0.02336745062887707,-21.17921788260032,87.63556680800519
4033.078460883067,0.02346232054544465,-21.69134464100144,86.20300839844438
4095.466121076487,0.02313194070979065,-22.21889169843715,84.8066038579466
4158.818855513356,0.02348109729457268,-22.74278779943264,83.40547740805704
4223.151592919843,0.02382575818943001,-23.26714147843831,82.06548197168244
4288.479492954471,0.02421910563092103,-23.78673312186603,80.76688336071908
4354.817949780403,0.02354107044849428,-24.30800440417771,79.42144951170157
4422.182595692998,0.02339944790546534,-24.83677983087794,78.14186395454047
4490.589304803473,0.02423272141059221,-25.35877233754807,76.92222972070593
4560.054196779548,0.02411190974583241,-25.88743108019914,75.67280976207962
4630.593640643968,0.02336518453960086,-26.40784067673087,74.50115344267999
4702.224258631759,0.02520477028610275,-26.93144295266221,73.31534105427569
4774.962930107179,0.02437271727284342,-27.45287017718088,72.12339596891113
4848.826795541247,0.0244206823607474,-27.98044173831591,71.00209075560826
4923.83326055079,0.02444191057443364,-28.49859188779599,69.87843392938268
5000,0.02073922903194517,-29.03290340596004,68.75659404112741
